customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
V22K-H1NMD9,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.15,1076.42,No
EC8O-3LI7AW,Male,0,No,No,61,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,77.33,4776.78,No
IW3X-0IF2Z2,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,61.94,2488.97,No
IO7G-P79NI6,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,49.02,1648.93,No
6PY7-DHO6JB,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.21,318.74,Yes
AXR3-51YA2D,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.77,1796.62,Yes
LGL4-16OF6O,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,91.7,2247.63,No
5DWT-EU86V5,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,49.14,3173.86,No
O1ZV-2NSIKI,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,31.23,86.18,No
TZYP-NCFWQQ,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.18,2485.23,No
NTQI-7B82TA,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.33,977.0,No
K53N-S0QT61,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),91.3,706.02,No
QFV0-PTUFKG,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.12,1166.52,No
BEX8-GH7BHG,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,99.51,6486.77,No
5LKH-KPDXR5,Male,0,No,No,14,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.71,843.29,No
9U0Z-077ST1,Male,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.91,5274.76,No
5EVL-KS9AME,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.29,3131.4,Yes
KB91-SU70W4,Male,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.42,1382.94,No
XC4V-JM80WW,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),24.26,1564.07,No
9LM1-5CDJBV,Female,1,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,47.45,0.0,Yes
9L7Z-PI37XX,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,26.0,1207.87,No
9XC2-8ZNC29,Male,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.28,4361.73,Yes
XJAY-L6AUJ7,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),91.4,4260.32,No
GAVB-5ZXQM7,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.98,2958.1,No
MLBP-Q1AKVM,Female,0,No,No,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,31.65,1018.98,No
W2Z6-6LB1CE,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,84.84,2877.13,No
N8AL-0DHGRR,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.77,3033.14,No
IYBZ-8E01EB,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),54.22,699.49,No
5CEZ-7JQKWL,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,31.5,555.88,Yes
VDNO-K9YA4C,Female,1,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),65.91,513.33,No
ZXE0-SJKYKS,Male,1,No,No,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33.88,2103.22,No
PL19-FHHHA3,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.69,1827.09,Yes
E895-IH8L0U,Female,0,Yes,No,66,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.35,5384.19,Yes
KHKW-T22LRX,Male,0,No,No,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),89.3,4426.4,No
D6LY-7QXIY5,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,39.19,1412.1,No
W2L6-I7Y5OI,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),63.36,2250.01,No
BAQP-RGSTPM,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.91,157.78,No
UUTU-BPLB49,Male,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.29,4816.7,No
7RF8-HWI4FS,Male,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),36.15,1142.88,No
XABC-TATFGH,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,49.37,2819.82,No
ANMB-G2DKF0,Female,0,No,Yes,0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.07,0.0,No
MK6B-3WFO8M,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,97.52,2912.1,No
ZKPK-ZSTIIL,Male,1,No,No,61,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.02,3684.87,No
OKE6-PFWYHS,Male,0,No,No,49,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),49.16,2235.99,No
EG41-94ZEK1,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),72.91,704.54,No
8WUR-Z6SSAO,Female,0,No,Yes,46,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.43,2763.73,No
S5DK-KIIK5L,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.15,1800.42,No
M6GR-NRVKSG,Male,0,No,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,52.37,389.28,No
15VB-GF3D23,Male,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,52.2,1953.2,No
203J-QEMQKL,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),102.16,5569.17,No
J1OZ-0SEP82,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),21.83,1350.02,No
12IF-23JVQ7,Male,0,Yes,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.79,1115.64,No
KQ3F-RX3IQ7,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,52.33,786.38,No
I9HE-PT8EK1,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.81,2008.69,No
M0BC-3WR65I,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.6,5439.4,Yes
2DBX-T161KW,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,36.41,1999.2,No
NH5I-VTVSHE,Female,1,Yes,No,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.89,621.26,No
A3MR-ADV19V,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.06,2826.97,No
WSJ3-RR3D9A,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.83,923.12,No
M79E-GQXCQJ,Female,1,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.62,1867.68,No
DAJI-7ZBCE6,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49.06,3604.52,Yes
XBVM-VKTC84,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.42,524.38,Yes
SFV3-SPPIXN,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.6,4087.46,No
DVX8-X3M5V6,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.3,1006.68,No
PD67-H1IX0V,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),83.59,3803.85,No
Q67E-Q3PIN2,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,77.72,3379.89,No
Z77L-2YTQUR,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,54.75,3081.05,No
DWME-9F930W,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,61.51,2768.3,No
QQJ9-AIZE1U,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.79,0.0,No
PDOD-180QA9,Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,74.58,4245.12,No
ZDV5-SVBLS3,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.5,2390.95,Yes
1LP3-1SE2K1,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),50.25,568.86,No
MSDB-NNB9W6,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.53,932.31,No
KTNJ-RFD146,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),115.66,2870.1,Yes
U6H3-MROJD3,Female,0,No,No,66,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),27.11,1769.92,Yes
V0KK-MOHOMH,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.61,785.54,No
ZHCU-J3IKLR,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.57,2789.55,No
IO2A-1Y1IST,Female,1,No,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,53.24,789.95,No
C2G8-V9RS7Z,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.16,4147.31,No
G1RT-5F953M,Female,1,Yes,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,31.35,1158.14,No
APS5-N3TQWM,Male,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.1,542.6,No
8SC7-A12MK3,Female,0,No,Yes,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.65,2732.65,No
O00T-OZIOYU,Female,0,No,Yes,10,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),54.47,534.99,No
6S5R-BCDN93,Female,0,No,No,65,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,36.63,2287.56,Yes
KZ1I-LHHRTR,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.71,4769.18,Yes
B4TI-5MDKA5,Male,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,20.0,889.89,No
QAUY-U53E8G,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,20.0,1050.05,No
I7XR-P8U37K,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.16,1307.57,No
2P9N-7YZHV4,Female,1,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.23,418.2,Yes
QFBX-DVMDWS,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,81.17,2064.52,No
FU21-C5WA2B,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,65.23,3686.98,Yes
OI8V-VTZ2ZO,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,80.5,3679.52,Yes
OQ30-6U6UOO,Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.78,198.62,Yes
4KEZ-XCT1IW,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.99,6079.69,No
Y45F-TK2UVA,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.06,470.91,No
N0WY-LR55KY,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,84.96,1848.84,No
FWT6-QOU4AO,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,91.03,768.64,No
S0HL-QD6PRZ,Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.26,3661.79,No
CDB0-2EIWP2,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),92.83,570.73,No
85AY-QHETSP,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.98,265.27,No
SO4H-FMH8O8,Male,1,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,52.68,383.16,No
J14Z-CYMEGK,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.48,229.36,No
JTJC-JSD9VC,Male,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.74,1879.73,Yes
YRPB-5OO7IY,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.88,498.28,No
0KW8-06MQWC,Male,1,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,65.11,3587.82,No
JAW3-KK8BIC,Female,0,No,No,16,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.04,1111.66,No
K2QY-G8VRVL,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.53,1063.06,Yes
A8RV-POL8TB,Female,0,Yes,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,50.95,2454.2,No
O6PY-VGW63M,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.76,309.48,No
BMA9-WQ4FGF,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,31.63,29.8,No
00BC-R4438A,Female,0,No,No,14,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.98,740.2,No
WEBQ-NIVJ0W,Female,1,No,Yes,33,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.66,2406.56,No
C49T-EVQ3OL,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,69.06,425.53,Yes
6XSP-0DDQJR,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.29,910.04,No
S81C-E4PGII,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),57.01,3024.9,No
ZU78-4UQZ0G,Male,0,No,Yes,60,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.03,4932.51,No
XUSQ-WNS8X7,Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.67,4769.74,No
8YE7-1Y2BUW,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),28.57,2115.6,No
X7T4-OV4TVS,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.22,160.3,Yes
AJF6-5M526A,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.22,3123.53,No
RV31-MUC59H,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.94,1880.05,No
4F8V-PN3DGN,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),70.25,1898.39,No
WSSJ-3FLIQ3,Female,1,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.82,1837.92,No
9ABE-HTIMDF,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),82.48,3096.12,No
V6S3-P3WP5Q,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.38,2110.85,No
X2M3-GLWLB0,Male,1,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),83.36,3046.67,No
TCAR-CTXCSB,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.17,3680.91,No
2GNS-JAHU25,Male,0,No,No,59,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.96,2115.25,No
T04H-M2AP87,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.14,1593.65,No
S81S-8UPLC0,Male,0,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,91.43,838.65,No
JOHM-EKNCBO,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.68,638.69,No
DPEJ-BWFKAZ,Male,0,Yes,No,68,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,107.45,6768.93,No
GGIA-3WAAXO,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),80.5,2574.01,No
LXK4-MF3VA7,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.27,1991.11,Yes
YKZL-L4JIQ9,Male,1,No,No,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),41.03,2662.41,No
YS00-RS3F0H,Male,1,No,Yes,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.59,3685.54,No
XFZD-84P6ZT,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,3634.09,No
P1C7-AJNJLI,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.23,3976.5,No
N5TH-S0F2AI,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,62.6,3011.84,No
ZJSE-6R9LYL,Male,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.48,1347.03,No
76FC-2M07EO,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.09,5038.42,Yes
QAMI-DTZ11F,Male,1,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,50.84,3439.79,No
LXTD-89PHMC,Male,0,No,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,87.04,271.15,Yes
7Q35-0AEWNC,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),22.15,720.14,Yes
VUMZ-6SD8IG,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,74.6,1647.0,No
4IUP-59LEL7,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.0,1683.84,Yes
YGLZ-5IMSU5,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),55.0,210.59,No
9NMQ-RB68RE,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.13,3937.29,No
0XDO-L3U1PO,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.69,486.88,No
EQSR-7V0JY6,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.08,1830.21,No
6OVV-2F45C0,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.32,544.26,No
4AN6-9BLFEI,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,72.02,1491.14,No
LOKL-84C7ON,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.08,362.78,No
J5FF-D2TNDD,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.45,0.0,No
COAQ-FMXEN0,Female,0,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,59.45,3103.37,No
EUVK-Y4C1S1,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.61,1466.05,No
70QQ-9NGYGW,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.0,2151.6,No
9ACM-2PL6AR,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.85,2659.74,No
TK17-M1RDBQ,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,109.66,6794.98,No
A8WC-Q03U8Y,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.48,990.41,No
5QI4-48X44O,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.46,1198.84,No
J9TM-G7CLBD,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.16,3678.38,No
NYWG-0SE32U,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),75.42,2228.18,No
